Gene_ID,Ensembl_ID,Gene_Name,Gene_Biotype,Gene_Length
ENSG00000274022_AL121873.1,ENSG00000274022,AL121873.1,processed_pseudogene,524
ENSG00000227434_RNF19BPX,ENSG00000227434,RNF19BPX,processed_pseudogene,625
ENSG00000229667_UBE2V1P9,ENSG00000229667,UBE2V1P9,processed_pseudogene,368
ENSG00000207515_RNU6-555P,ENSG00000207515,RNU6-555P,snRNA,106
ENSG00000206062_AL121823.1,ENSG00000206062,AL121823.1,lincRNA,1098
ENSG00000234161_PABPC5-AS1,ENSG00000234161,PABPC5-AS1,antisense,20122
ENSG00000236413_AL662874.1,ENSG00000236413,AL662874.1,processed_pseudogene,230
ENSG00000174740_PABPC5,ENSG00000174740,PABPC5,protein_coding,3990
ENSG00000230275_SERBP1P4,ENSG00000230275,SERBP1P4,processed_pseudogene,1162
ENSG00000102290_PCDH11X,ENSG00000102290,PCDH11X,protein_coding,843970
ENSG00000222440_RNU2-26P,ENSG00000222440,RNU2-26P,snRNA,191
ENSG00000234702_VDAC1P3,ENSG00000234702,VDAC1P3,processed_pseudogene,851
ENSG00000229132_EIF4A1P10,ENSG00000229132,EIF4A1P10,processed_pseudogene,1216
ENSG00000215089_KRT18P11,ENSG00000215089,KRT18P11,processed_pseudogene,1283
ENSG00000230543_SNX3P1X,ENSG00000230543,SNX3P1X,processed_pseudogene,175
ENSG00000225912_AL121871.1,ENSG00000225912,AL121871.1,processed_pseudogene,436
ENSG00000285445_AL121871.2,ENSG00000285445,AL121871.2,processed_pseudogene,1237
ENSG00000237873_AL158053.1,ENSG00000237873,AL158053.1,processed_pseudogene,453
ENSG00000234130_AL359263.1,ENSG00000234130,AL359263.1,processed_pseudogene,2796
ENSG00000234322_ST13P18,ENSG00000234322,ST13P18,processed_pseudogene,1027
ENSG00000237381_AL023280.1,ENSG00000237381,AL023280.1,processed_pseudogene,1423
ENSG00000228301_RPL7P55,ENSG00000228301,RPL7P55,processed_pseudogene,746
ENSG00000186310_NAP1L3,ENSG00000186310,NAP1L3,protein_coding,2639
ENSG00000179083_FAM133A,ENSG00000179083,FAM133A,protein_coding,38262
ENSG00000270826_Z94722.1,ENSG00000270826,Z94722.1,processed_pseudogene,474
ENSG00000212495_RNU6-332P,ENSG00000212495,RNU6-332P,snRNA,108
ENSG00000202410_RF00019,ENSG00000202410,RF00019,misc_RNA,102
ENSG00000227521_AL390840.1,ENSG00000227521,AL390840.1,processed_pseudogene,988
ENSG00000232293_PAICSP7,ENSG00000232293,PAICSP7,processed_pseudogene,2908
ENSG00000231001_CCNB1IP1P3,ENSG00000231001,CCNB1IP1P3,processed_pseudogene,829
ENSG00000221187_MIR548M,ENSG00000221187,MIR548M,miRNA,86
ENSG00000271094_AL022161.1,ENSG00000271094,AL022161.1,processed_pseudogene,213
ENSG00000223467_CALM1P1,ENSG00000223467,CALM1P1,processed_pseudogene,433
ENSG00000201567_RNA5SP510,ENSG00000201567,RNA5SP510,rRNA_pseudogene,99
ENSG00000215085_AL365400.1,ENSG00000215085,AL365400.1,processed_pseudogene,640
ENSG00000236185_HNRNPDLP3,ENSG00000236185,HNRNPDLP3,processed_pseudogene,380
ENSG00000226307_HNRNPDLP1,ENSG00000226307,HNRNPDLP1,processed_pseudogene,550
ENSG00000235425_RPS7P13,ENSG00000235425,RPS7P13,processed_pseudogene,498
ENSG00000270583_AL365400.2,ENSG00000270583,AL365400.2,processed_pseudogene,902
ENSG00000232842_AL137845.2,ENSG00000232842,AL137845.2,processed_pseudogene,988
ENSG00000242998_RN7SL379P,ENSG00000242998,RN7SL379P,misc_RNA,293
ENSG00000203262_AL137845.1,ENSG00000203262,AL137845.1,processed_pseudogene,1110
ENSG00000232069_RPS29P28,ENSG00000232069,RPS29P28,processed_pseudogene,141
ENSG00000271209_BRDTP1,ENSG00000271209,BRDTP1,processed_pseudogene,677
ENSG00000223260_RN7SKP194,ENSG00000223260,RN7SKP194,misc_RNA,351
ENSG00000229693_AL606530.1,ENSG00000229693,AL606530.1,processed_pseudogene,1250
ENSG00000147202_DIAPH2,ENSG00000147202,DIAPH2,protein_coding,920335
ENSG00000207426_RF00019,ENSG00000207426,RF00019,misc_RNA,113
ENSG00000204086_RPA4,ENSG00000204086,RPA4,protein_coding,1560
ENSG00000214628_NDUFB5P2,ENSG00000214628,NDUFB5P2,processed_pseudogene,566
ENSG00000277900_RF00017,ENSG00000277900,RF00017,misc_RNA,283
ENSG00000265260_RN7SL74P,ENSG00000265260,RN7SL74P,misc_RNA,299
ENSG00000236256_DIAPH2-AS1,ENSG00000236256,DIAPH2-AS1,antisense,211304
ENSG00000233887_AL354685.1,ENSG00000233887,AL354685.1,processed_pseudogene,1755
ENSG00000237752_AL354685.2,ENSG00000237752,AL354685.2,processed_pseudogene,1447
ENSG00000234889_AL391666.1,ENSG00000234889,AL391666.1,processed_pseudogene,2764
ENSG00000236243_RPL6P29,ENSG00000236243,RPL6P29,processed_pseudogene,865
ENSG00000271322_AL357312.1,ENSG00000271322,AL357312.1,processed_pseudogene,298
ENSG00000213704_EEF1A1P15,ENSG00000213704,EEF1A1P15,processed_pseudogene,1408
ENSG00000226837_HMGB1P32,ENSG00000226837,HMGB1P32,processed_pseudogene,672
ENSG00000281566_AL157778.1,ENSG00000281566,AL157778.1,lincRNA,441374
ENSG00000270308_AL137843.1,ENSG00000270308,AL137843.1,processed_pseudogene,385
ENSG00000215070_XRCC6P5,ENSG00000215070,XRCC6P5,processed_pseudogene,1795
ENSG00000229946_B3GNT2P1,ENSG00000229946,B3GNT2P1,processed_pseudogene,952
ENSG00000252296_RF00402,ENSG00000252296,RF00402,snoRNA,89
ENSG00000236988_AL359641.1,ENSG00000236988,AL359641.1,processed_pseudogene,1558
ENSG00000230592_RPSAP8,ENSG00000230592,RPSAP8,processed_pseudogene,889
ENSG00000165194_PCDH19,ENSG00000165194,PCDH19,protein_coding,118630
ENSG00000000005_TNMD,ENSG00000000005,TNMD,protein_coding,15084
ENSG00000000003_TSPAN6,ENSG00000000003,TSPAN6,protein_coding,12883
ENSG00000102359_SRPX2,ENSG00000102359,SRPX2,protein_coding,31623
ENSG00000102362_SYTL4,ENSG00000102362,SYTL4,protein_coding,57633
ENSG00000223819_PPIAP89,ENSG00000223819,PPIAP89,processed_pseudogene,482
ENSG00000238116_Z95327.1,ENSG00000238116,Z95327.1,processed_pseudogene,1873
ENSG00000275320_Z95327.2,ENSG00000275320,Z95327.2,processed_pseudogene,1310
ENSG00000101811_CSTF2,ENSG00000101811,CSTF2,protein_coding,20574
ENSG00000202231_RF00411,ENSG00000202231,RF00411,snoRNA,133
ENSG00000007952_NOX1,ENSG00000007952,NOX1,protein_coding,31022
ENSG00000239345_HNRNPA1P26,ENSG00000239345,HNRNPA1P26,processed_pseudogene,1092
ENSG00000233680_HNRNPA1P27,ENSG00000233680,HNRNPA1P27,processed_pseudogene,955
ENSG00000179031_Z73417.1,ENSG00000179031,Z73417.1,processed_pseudogene,778
ENSG00000182489_XKRX,ENSG00000182489,XKRX,protein_coding,15989
ENSG00000182574_Z97985.1,ENSG00000182574,Z97985.1,processed_pseudogene,946
ENSG00000174225_ARL13A,ENSG00000174225,ARL13A,protein_coding,21122
ENSG00000188917_TRMT2B,ENSG00000188917,TRMT2B,protein_coding,42771
ENSG00000225839_TRMT2B-AS1,ENSG00000225839,TRMT2B-AS1,sense_overlapping,50913
ENSG00000126950_TMEM35A,ENSG00000126950,TMEM35A,protein_coding,17645
ENSG00000102384_CENPI,ENSG00000102384,CENPI,protein_coding,65464
ENSG00000231643_Z70280.1,ENSG00000231643,Z70280.1,processed_pseudogene,295
ENSG00000102385_DRP2,ENSG00000102385,DRP2,protein_coding,44729
ENSG00000102387_TAF7L,ENSG00000102387,TAF7L,protein_coding,24805
ENSG00000202024_RNU6-934P,ENSG00000202024,RNU6-934P,snRNA,107
ENSG00000270813_NANOGNBP3,ENSG00000270813,NANOGNBP3,processed_pseudogene,565
ENSG00000183911_RPL21P132,ENSG00000183911,RPL21P132,processed_pseudogene,1018
ENSG00000126953_TIMM8A,ENSG00000126953,TIMM8A,protein_coding,3538
ENSG00000010671_BTK,ENSG00000010671,BTK,protein_coding,41350
ENSG00000241343_RPL36A,ENSG00000241343,RPL36A,protein_coding,5331
ENSG00000257529_RPL36A-HNRNPH2,ENSG00000257529,RPL36A-HNRNPH2,protein_coding,21287
ENSG00000102393_GLA,ENSG00000102393,GLA,protein_coding,10210
ENSG00000126945_HNRNPH2,ENSG00000126945,HNRNPH2,protein_coding,5839
ENSG00000196440_ARMCX4,ENSG00000196440,ARMCX4,protein_coding,115173
ENSG00000234557_PPIAP90,ENSG00000234557,PPIAP90,processed_pseudogene,397
ENSG00000237682_AC234775.2,ENSG00000237682,AC234775.2,processed_pseudogene,1792
ENSG00000126947_ARMCX1,ENSG00000126947,ARMCX1,protein_coding,4170
ENSG00000204072_ARMCX7P,ENSG00000204072,ARMCX7P,transcribed_unprocessed_pseudogene,1162
ENSG00000198960_ARMCX6,ENSG00000198960,ARMCX6,protein_coding,2884
ENSG00000102401_ARMCX3,ENSG00000102401,ARMCX3,protein_coding,5047
ENSG00000228275_ARMCX3-AS1,ENSG00000228275,ARMCX3-AS1,antisense,1182
ENSG00000261101_AC234775.3,ENSG00000261101,AC234775.3,sense_overlapping,656
ENSG00000207291_RNU6-30P,ENSG00000207291,RNU6-30P,snRNA,107
ENSG00000184867_ARMCX2,ENSG00000184867,ARMCX2,protein_coding,4611
ENSG00000223753_AC234775.1,ENSG00000223753,AC234775.1,processed_pseudogene,670
ENSG00000212584_RNU6-587P,ENSG00000212584,RNU6-587P,snRNA,106
ENSG00000229090_FO082842.1,ENSG00000229090,FO082842.1,processed_pseudogene,1370
ENSG00000178146_AL672207.1,ENSG00000178146,AL672207.1,processed_pseudogene,1570
ENSG00000126952_NXF5,ENSG00000126952,NXF5,protein_coding,25466
ENSG00000166432_ZMAT1,ENSG00000166432,ZMAT1,protein_coding,49744
ENSG00000235196_Z68868.1,ENSG00000235196,Z68868.1,processed_pseudogene,544
ENSG00000252810_RNU6-345P,ENSG00000252810,RNU6-345P,snRNA,107
ENSG00000235976_Z80107.2,ENSG00000235976,Z80107.2,processed_pseudogene,392
ENSG00000226119_Z80107.1,ENSG00000226119,Z80107.1,processed_pseudogene,412
ENSG00000234901_MTND6P13,ENSG00000234901,MTND6P13,processed_pseudogene,523
ENSG00000184905_TCEAL2,ENSG00000184905,TCEAL2,protein_coding,2024
ENSG00000204071_TCEAL6,ENSG00000204071,TCEAL6,protein_coding,2495
ENSG00000184515_BEX5,ENSG00000184515,BEX5,protein_coding,2350
ENSG00000251525_TCP11X3P,ENSG00000251525,TCP11X3P,transcribed_unprocessed_pseudogene,11922
ENSG00000268235_TCP11X1,ENSG00000268235,TCP11X1,protein_coding,14232
ENSG00000269405_NXF2,ENSG00000269405,NXF2,protein_coding,79559
ENSG00000273746_AC234791.1,ENSG00000273746,AC234791.1,unprocessed_pseudogene,2650
ENSG00000284800_AC235565.2,ENSG00000284800,AC235565.2,protein_coding,111418
ENSG00000269437_NXF2B,ENSG00000269437,NXF2B,protein_coding,79537
ENSG00000231590_AC235565.1,ENSG00000231590,AC235565.1,unitary_pseudogene,2738
ENSG00000215029_TCP11X2,ENSG00000215029,TCP11X2,protein_coding,14981
ENSG00000158164_TMSB15A,ENSG00000158164,TMSB15A,protein_coding,3109
ENSG00000176318_FOXN3P1,ENSG00000176318,FOXN3P1,processed_pseudogene,1480
ENSG00000196970_NXF4,ENSG00000196970,NXF4,transcribed_unprocessed_pseudogene,21731
ENSG00000125962_ARMCX5,ENSG00000125962,ARMCX5,protein_coding,4992
ENSG00000271147_ARMCX5-GPRASP2,ENSG00000271147,ARMCX5-GPRASP2,processed_transcript,115160
ENSG00000270050_AL035427.1,ENSG00000270050,AL035427.1,antisense,60056
ENSG00000227211_AL035551.1,ENSG00000227211,AL035551.1,processed_pseudogene,348
ENSG00000198932_GPRASP1,ENSG00000198932,GPRASP1,protein_coding,7718
ENSG00000252294_RNU6-589P,ENSG00000252294,RNU6-589P,snRNA,107
ENSG00000230320_BEND7P1,ENSG00000230320,BEND7P1,processed_pseudogene,457
ENSG00000158301_GPRASP2,ENSG00000158301,GPRASP2,protein_coding,5558
ENSG00000198908_BHLHB9,ENSG00000198908,BHLHB9,protein_coding,32853
ENSG00000223546_LINC00630,ENSG00000223546,LINC00630,lincRNA,116246
ENSG00000232282_MTND1P32,ENSG00000232282,MTND1P32,processed_pseudogene,938
ENSG00000229954_MTND2P2,ENSG00000229954,MTND2P2,processed_pseudogene,1575
ENSG00000237300_MTCO1P19,ENSG00000237300,MTCO1P19,processed_pseudogene,843
ENSG00000237628_MTCO2P19,ENSG00000237628,MTCO2P19,processed_pseudogene,598
ENSG00000228316_MTATP6P19,ENSG00000228316,MTATP6P19,processed_pseudogene,1165
ENSG00000224471_MTCO3P19,ENSG00000224471,MTCO3P19,processed_pseudogene,321
ENSG00000226056_MTND4P32,ENSG00000226056,MTND4P32,processed_pseudogene,1458
ENSG00000234886_MTND5P26,ENSG00000234886,MTND5P26,processed_pseudogene,3098
ENSG00000227649_MTND6P32,ENSG00000227649,MTND6P32,processed_pseudogene,483
ENSG00000229794_MTCYBP32,ENSG00000229794,MTCYBP32,processed_pseudogene,1084
ENSG00000239407_Z68871.1,ENSG00000239407,Z68871.1,lincRNA,21745
ENSG00000102128_RAB40AL,ENSG00000102128,RAB40AL,protein_coding,1029
ENSG00000234050_Z95624.1,ENSG00000234050,Z95624.1,antisense,2792
ENSG00000224632_Z73361.1,ENSG00000224632,Z73361.1,processed_pseudogene,612
ENSG00000133169_BEX1,ENSG00000133169,BEX1,protein_coding,1590
ENSG00000147206_NXF3,ENSG00000147206,NXF3,protein_coding,17316
ENSG00000226241_Z75746.1,ENSG00000226241,Z75746.1,processed_pseudogene,2080
ENSG00000233071_RPSAP59,ENSG00000233071,RPSAP59,processed_pseudogene,890
ENSG00000102409_BEX4,ENSG00000102409,BEX4,protein_coding,2155
ENSG00000180964_TCEAL8,ENSG00000180964,TCEAL8,protein_coding,2209
ENSG00000224692_Z68694.1,ENSG00000224692,Z68694.1,processed_pseudogene,1010
ENSG00000204065_TCEAL5,ENSG00000204065,TCEAL5,protein_coding,3182
ENSG00000133134_BEX2,ENSG00000133134,BEX2,protein_coding,1701
ENSG00000182916_TCEAL7,ENSG00000182916,TCEAL7,protein_coding,2131
ENSG00000238049_Z92846.1,ENSG00000238049,Z92846.1,processed_pseudogene,268
ENSG00000185222_TCEAL9,ENSG00000185222,TCEAL9,protein_coding,1974
ENSG00000166681_BEX3,ENSG00000166681,BEX3,protein_coding,1738
ENSG00000281091_AL606763.1,ENSG00000281091,AL606763.1,lincRNA,3523
ENSG00000234405_Z69733.1,ENSG00000234405,Z69733.1,antisense,2795
ENSG00000172476_RAB40A,ENSG00000172476,RAB40A,protein_coding,20360
ENSG00000133142_TCEAL4,ENSG00000133142,TCEAL4,protein_coding,11506
ENSG00000279894_Z73965.1,ENSG00000279894,Z73965.1,TEC,2297
ENSG00000196507_TCEAL3,ENSG00000196507,TCEAL3,protein_coding,22240
ENSG00000224031_TCEAL3-AS1,ENSG00000224031,TCEAL3-AS1,antisense,417
ENSG00000172465_TCEAL1,ENSG00000172465,TCEAL1,protein_coding,2250
ENSG00000180284_AL049610.1,ENSG00000180284,AL049610.1,processed_pseudogene,372
ENSG00000123562_MORF4L2,ENSG00000123562,MORF4L2,protein_coding,12663
ENSG00000231154_MORF4L2-AS1,ENSG00000231154,MORF4L2-AS1,antisense,4489
ENSG00000188828_GLRA4,ENSG00000188828,GLRA4,protein_coding,21432
ENSG00000179363_TMEM31,ENSG00000179363,TMEM31,protein_coding,3120
ENSG00000123560_PLP1,ENSG00000123560,PLP1,protein_coding,18902
ENSG00000123570_RAB9B,ENSG00000123570,RAB9B,protein_coding,9907
ENSG00000222419_RNA5SP511,ENSG00000222419,RNA5SP511,rRNA_pseudogene,115
ENSG00000231787_AC234782.2,ENSG00000231787,AC234782.2,processed_pseudogene,433
ENSG00000276298_AC234782.4,ENSG00000276298,AC234782.4,unprocessed_pseudogene,324
ENSG00000234345_AC234782.3,ENSG00000234345,AC234782.3,processed_pseudogene,1048
ENSG00000231728_TMSB15B-AS1,ENSG00000231728,TMSB15B-AS1,antisense,2138
ENSG00000158427_TMSB15B,ENSG00000158427,TMSB15B,protein_coding,47817
ENSG00000230312_AC234782.1,ENSG00000230312,AC234782.1,processed_pseudogene,919
ENSG00000227067_DPPA3P1,ENSG00000227067,DPPA3P1,processed_pseudogene,469
ENSG00000123569_H2BFWT,ENSG00000123569,H2BFWT,protein_coding,2541
ENSG00000101812_H2BFM,ENSG00000101812,H2BFM,protein_coding,2506
ENSG00000235946_AC234783.1,ENSG00000235946,AC234783.1,processed_pseudogene,496
ENSG00000269226_TMSB15B,ENSG00000269226,TMSB15B,protein_coding,12342
ENSG00000269743_SLC25A53,ENSG00000269743,SLC25A53,protein_coding,57814
ENSG00000166707_ZCCHC18,ENSG00000166707,ZCCHC18,protein_coding,3716
ENSG00000123575_FAM199X,ENSG00000123575,FAM199X,protein_coding,29283
ENSG00000123576_ESX1,ENSG00000123576,ESX1,protein_coding,4896
ENSG00000189108_IL1RAPL2,ENSG00000189108,IL1RAPL2,protein_coding,1201515
ENSG00000232665_PHBP10,ENSG00000232665,PHBP10,processed_pseudogene,784
ENSG00000223733_RPL18AP14,ENSG00000223733,RPL18AP14,processed_pseudogene,526
ENSG00000268629_TEX13A,ENSG00000268629,TEX13A,protein_coding,1746
ENSG00000181819_KCTD9P2,ENSG00000181819,KCTD9P2,processed_pseudogene,1393
ENSG00000206864_RNU6-207P,ENSG00000206864,RNU6-207P,snRNA,107
ENSG00000123572_NRK,ENSG00000123572,NRK,protein_coding,136068
ENSG00000123561_SERPINA7,ENSG00000123561,SERPINA7,protein_coding,6297
ENSG00000230788_AL512661.1,ENSG00000230788,AL512661.1,processed_pseudogene,2722
ENSG00000157502_MUM1L1,ENSG00000157502,MUM1L1,protein_coding,40652
ENSG00000256709_AL133271.1,ENSG00000256709,AL133271.1,processed_pseudogene,291
ENSG00000202407_RF00019,ENSG00000202407,RF00019,misc_RNA,102
ENSG00000224816_NAP1L4P2,ENSG00000224816,NAP1L4P2,processed_pseudogene,899
ENSG00000227657_SERPINA7P1,ENSG00000227657,SERPINA7P1,unprocessed_pseudogene,631
ENSG00000277673_AL590808.1,ENSG00000277673,AL590808.1,unprocessed_pseudogene,141
ENSG00000147231_CXorf57,ENSG00000147231,CXorf57,protein_coding,67513
ENSG00000263515_MIR548AN,ENSG00000263515,MIR548AN,miRNA,83
ENSG00000133135_RNF128,ENSG00000133135,RNF128,protein_coding,103200
ENSG00000133138_TBC1D8B,ENSG00000133138,TBC1D8B,protein_coding,73466
ENSG00000133131_MORC4,ENSG00000133131,MORC4,protein_coding,186374
ENSG00000147223_RIPPLY1,ENSG00000147223,RIPPLY1,protein_coding,3273
ENSG00000165376_CLDN2,ENSG00000165376,CLDN2,protein_coding,30698
ENSG00000231144_EEF1A1P40,ENSG00000231144,EEF1A1P40,processed_pseudogene,573
ENSG00000089682_RBM41,ENSG00000089682,RBM41,protein_coding,54404
ENSG00000198088_NUP62CL,ENSG00000198088,NUP62CL,protein_coding,83007
ENSG00000213569_AL390039.1,ENSG00000213569,AL390039.1,processed_pseudogene,611
ENSG00000199832_RF00019,ENSG00000199832,RF00019,misc_RNA,107
ENSG00000080572_PIH1D3,ENSG00000080572,PIH1D3,protein_coding,37612
ENSG00000204053_MYCLP1,ENSG00000204053,MYCLP1,processed_pseudogene,1075
ENSG00000215007_DNAJA1P3,ENSG00000215007,DNAJA1P3,processed_pseudogene,1194
ENSG00000214720_KRT18P49,ENSG00000214720,KRT18P49,processed_pseudogene,832
ENSG00000227610_FRMPD3-AS1,ENSG00000227610,FRMPD3-AS1,antisense,32839
ENSG00000147234_FRMPD3,ENSG00000147234,FRMPD3,protein_coding,82802
ENSG00000147224_PRPS1,ENSG00000147224,PRPS1,protein_coding,22603
ENSG00000157514_TSC22D3,ENSG00000157514,TSC22D3,protein_coding,64122
ENSG00000170935_NCBP2L,ENSG00000170935,NCBP2L,protein_coding,20931
ENSG00000080561_MID2,ENSG00000080561,MID2,protein_coding,101439
ENSG00000236064_AL034399.2,ENSG00000236064,AL034399.2,antisense,41384
ENSG00000207363_RF00019,ENSG00000207363,RF00019,misc_RNA,102
ENSG00000225728_AL034399.1,ENSG00000225728,AL034399.1,processed_pseudogene,380
ENSG00000277883_NLRP3P1,ENSG00000277883,NLRP3P1,unprocessed_pseudogene,10931
ENSG00000170925_TEX13B,ENSG00000170925,TEX13B,protein_coding,1507
ENSG00000101842_VSIG1,ENSG00000101842,VSIG1,protein_coding,34215
ENSG00000101843_PSMD10,ENSG00000101843,PSMD10,protein_coding,7412
ENSG00000101844_ATG4A,ENSG00000101844,ATG4A,protein_coding,63004
ENSG00000197565_COL4A6,ENSG00000197565,COL4A6,protein_coding,283891
ENSG00000189372_AL034369.1,ENSG00000189372,AL034369.1,unprocessed_pseudogene,596
ENSG00000188153_COL4A5,ENSG00000188153,COL4A5,protein_coding,257702
ENSG00000207146_RF00019,ENSG00000207146,RF00019,misc_RNA,107
ENSG00000261409_AL035425.3,ENSG00000261409,AL035425.3,sense_overlapping,4996
ENSG00000260548_AL035425.2,ENSG00000260548,AL035425.2,protein_coding,10618
ENSG00000280322_AL035425.4,ENSG00000280322,AL035425.4,TEC,1063
ENSG00000133124_IRS4,ENSG00000133124,IRS4,protein_coding,3928
ENSG00000237863_AL035425.1,ENSG00000237863,AL035425.1,antisense,2893
ENSG00000201443_RNU6-309P,ENSG00000201443,RNU6-309P,snRNA,106
ENSG00000275110_MIR6087,ENSG00000275110,MIR6087,miRNA,49
ENSG00000215000_AL034403.1,ENSG00000215000,AL034403.1,processed_pseudogene,885
ENSG00000101890_GUCY2F,ENSG00000101890,GUCY2F,protein_coding,109167
ENSG00000101888_NXT2,ENSG00000101888,NXT2,protein_coding,8910
ENSG00000233874_AL118496.1,ENSG00000233874,AL118496.1,processed_pseudogene,1812
ENSG00000176076_KCNE5,ENSG00000176076,KCNE5,protein_coding,1473
ENSG00000068366_ACSL4,ENSG00000068366,ACSL4,protein_coding,109160
ENSG00000237319_AL118496.2,ENSG00000237319,AL118496.2,processed_pseudogene,230
ENSG00000252069_RF00019,ENSG00000252069,RF00019,misc_RNA,107
ENSG00000225381_RPS5P7,ENSG00000225381,RPS5P7,processed_pseudogene,608
ENSG00000157600_TMEM164,ENSG00000157600,TMEM164,protein_coding,180104
ENSG00000208013_MIR652,ENSG00000208013,MIR652,miRNA,98
ENSG00000265584_MIR3978,ENSG00000265584,MIR3978,miRNA,101
ENSG00000101935_AMMECR1,ENSG00000101935,AMMECR1,protein_coding,246048
ENSG00000208883_SNORD96B,ENSG00000208883,SNORD96B,snoRNA,79
ENSG00000224142_AMMECR1-IT1,ENSG00000224142,AMMECR1-IT1,sense_intronic,1802
ENSG00000133136_GNG5P2,ENSG00000133136,GNG5P2,processed_pseudogene,207
ENSG00000243978_RTL9,ENSG00000243978,RTL9,protein_coding,97519
ENSG00000225366_TDGF1P3,ENSG00000225366,TDGF1P3,transcribed_processed_pseudogene,2710
ENSG00000228042_AL512882.1,ENSG00000228042,AL512882.1,processed_pseudogene,832
ENSG00000101938_CHRDL1,ENSG00000101938,CHRDL1,protein_coding,121964
ENSG00000077264_PAK3,ENSG00000077264,PAK3,protein_coding,283077
ENSG00000226112_FCF1P4,ENSG00000226112,FCF1P4,processed_pseudogene,183
ENSG00000234349_GLUD1P9,ENSG00000234349,GLUD1P9,processed_pseudogene,1173
ENSG00000077274_CAPN6,ENSG00000077274,CAPN6,protein_coding,25421
ENSG00000077279_DCX,ENSG00000077279,DCX,protein_coding,118651
ENSG00000251954_RNU6-496P,ENSG00000251954,RNU6-496P,snRNA,99
ENSG00000223904_HMGB1P12,ENSG00000223904,HMGB1P12,processed_pseudogene,598
ENSG00000260802_SERTM2,ENSG00000260802,SERTM2,protein_coding,10738
ENSG00000229939_AL589880.1,ENSG00000229939,AL589880.1,processed_pseudogene,287
ENSG00000225031_EIF4BP7,ENSG00000225031,EIF4BP7,processed_pseudogene,1813
ENSG00000236189_RPL18AP15,ENSG00000236189,RPL18AP15,processed_pseudogene,517
ENSG00000101901_ALG13,ENSG00000101901,ALG13,protein_coding,94839
ENSG00000201420_RNA5SP512,ENSG00000201420,RNA5SP512,rRNA_pseudogene,120
ENSG00000229487_ALG13-AS1,ENSG00000229487,ALG13-AS1,antisense,4453
ENSG00000072315_TRPC5,ENSG00000072315,TRPC5,protein_coding,308462
ENSG00000204025_TRPC5OS,ENSG00000204025,TRPC5OS,protein_coding,27940
ENSG00000271421_AC005191.1,ENSG00000271421,AC005191.1,processed_pseudogene,358
ENSG00000271464_DPRXP7,ENSG00000271464,DPRXP7,processed_pseudogene,466
ENSG00000271400_AL392112.1,ENSG00000271400,AL392112.1,processed_pseudogene,829
ENSG00000187823_RTL4,ENSG00000187823,RTL4,protein_coding,2613
ENSG00000182508_LHFPL1,ENSG00000182508,LHFPL1,protein_coding,49407
ENSG00000200436_RF00019,ENSG00000200436,RF00019,misc_RNA,112
ENSG00000213652_HMGB3P30,ENSG00000213652,HMGB3P30,processed_pseudogene,606
ENSG00000126016_AMOT,ENSG00000126016,AMOT,protein_coding,66313
ENSG00000283775_MIR4329,ENSG00000283775,MIR4329,miRNA,71
ENSG00000243011_RN7SL266P,ENSG00000243011,RN7SL266P,misc_RNA,289
